applicant_id,name,consistency,social_trust,location_stability,months_at_address,monthly_sequence,social_references,label
9725,Indrans Gulati,0.73,0.11,65,82,"[{""recharge_amount"": 449, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 6562}, {""recharge_amount"": 292, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 4273}, {""recharge_amount"": 340, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 4975}, {""recharge_amount"": 370, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 5415}, {""recharge_amount"": 419, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 6129}, {""recharge_amount"": 372, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 5443}, {""recharge_amount"": 353, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 5155}, {""recharge_amount"": 351, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 5132}, {""recharge_amount"": 425, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 6208}, {""recharge_amount"": 297, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 4337}, {""recharge_amount"": 354, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 5173}, {""recharge_amount"": 300, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 4390}]","[{""relationship_type"": ""employer"", ""trust_score"": -0.03}, {""relationship_type"": ""employer"", ""trust_score"": 0.27}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.06}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.19}]",0
9726,Akarsh Khare,0.47,0.61,44,27,"[{""recharge_amount"": 1395, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 3716}, {""recharge_amount"": 764, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 2036}, {""recharge_amount"": 1009, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 2688}, {""recharge_amount"": 640, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 1705}, {""recharge_amount"": 1230, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 3278}, {""recharge_amount"": 971, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 2588}, {""recharge_amount"": 814, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 2168}, {""recharge_amount"": 541, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 1441}, {""recharge_amount"": 1204, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 3208}, {""recharge_amount"": 1026, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 2733}, {""recharge_amount"": 1209, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 3221}, {""recharge_amount"": 950, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 2531}]","[{""relationship_type"": ""guarantor"", ""trust_score"": 0.56}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.46}, {""relationship_type"": ""employer"", ""trust_score"": 0.59}]",0
9727,Samaira Keer,0.92,0.49,78,53,"[{""recharge_amount"": 382, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 1757}, {""recharge_amount"": 388, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 1787}, {""recharge_amount"": 408, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 1876}, {""recharge_amount"": 378, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 1737}, {""recharge_amount"": 386, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 1774}, {""recharge_amount"": 437, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 2010}, {""recharge_amount"": 416, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 1914}, {""recharge_amount"": 415, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 1909}, {""recharge_amount"": 399, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 1837}, {""recharge_amount"": 404, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 1857}, {""recharge_amount"": 403, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 1855}, {""recharge_amount"": 411, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 1892}]","[{""relationship_type"": ""neighbor"", ""trust_score"": 0.63}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.41}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.47}]",1
9728,Kashvi Ramesh,0.82,0.59,24,39,"[{""recharge_amount"": 1075, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 9955}, {""recharge_amount"": 1021, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 9456}, {""recharge_amount"": 981, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 9087}, {""recharge_amount"": 1115, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 10327}, {""recharge_amount"": 1149, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 10647}, {""recharge_amount"": 1159, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 10733}, {""recharge_amount"": 1099, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 10179}, {""recharge_amount"": 1122, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 10396}, {""recharge_amount"": 844, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 7821}, {""recharge_amount"": 1043, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 9662}, {""recharge_amount"": 1002, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 9279}, {""recharge_amount"": 909, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 8417}]","[{""relationship_type"": ""employer"", ""trust_score"": 0.66}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.58}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.41}]",1
9729,Sahil Sethi,0.8,0.73,54,116,"[{""recharge_amount"": 789, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 10670}, {""recharge_amount"": 781, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 10566}, {""recharge_amount"": 840, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 11358}, {""recharge_amount"": 837, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 11327}, {""recharge_amount"": 618, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 8363}, {""recharge_amount"": 653, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 8838}, {""recharge_amount"": 618, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 8359}, {""recharge_amount"": 804, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 10879}, {""recharge_amount"": 764, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 10328}, {""recharge_amount"": 632, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 8550}, {""recharge_amount"": 718, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 9714}, {""recharge_amount"": 807, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 10915}]","[{""relationship_type"": ""neighbor"", ""trust_score"": 0.79}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.56}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.56}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.76}]",1
9730,Bhamini Bedi,0.64,0.59,15,87,"[{""recharge_amount"": 615, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 6411}, {""recharge_amount"": 675, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 7033}, {""recharge_amount"": 905, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 9428}, {""recharge_amount"": 662, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 6903}, {""recharge_amount"": 1124, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 11717}, {""recharge_amount"": 933, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 9722}, {""recharge_amount"": 849, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 8853}, {""recharge_amount"": 944, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 9839}, {""recharge_amount"": 753, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 7843}, {""recharge_amount"": 658, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 6862}, {""recharge_amount"": 883, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 9207}, {""recharge_amount"": 647, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 6739}]","[{""relationship_type"": ""employer"", ""trust_score"": 0.61}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.43}]",1
9731,Jayant Chandra,0.92,0.74,78,1,"[{""recharge_amount"": 542, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 9638}, {""recharge_amount"": 552, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 9821}, {""recharge_amount"": 505, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 8986}, {""recharge_amount"": 525, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 9349}, {""recharge_amount"": 554, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 9864}, {""recharge_amount"": 531, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 9456}, {""recharge_amount"": 534, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 9509}, {""recharge_amount"": 558, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 9931}, {""recharge_amount"": 495, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 8813}, {""recharge_amount"": 545, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 9702}, {""recharge_amount"": 537, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 9561}, {""recharge_amount"": 520, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 9256}]","[{""relationship_type"": ""employer"", ""trust_score"": 0.57}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.76}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.73}, {""relationship_type"": ""employer"", ""trust_score"": 0.58}]",1
9732,Shanaya Mani,0.59,0.4,92,2,"[{""recharge_amount"": 1136, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 9371}, {""recharge_amount"": 995, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 8207}, {""recharge_amount"": 989, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 8155}, {""recharge_amount"": 1156, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 9537}, {""recharge_amount"": 995, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 8203}, {""recharge_amount"": 618, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 5096}, {""recharge_amount"": 1160, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 9568}, {""recharge_amount"": 1063, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 8766}, {""recharge_amount"": 692, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 5710}, {""recharge_amount"": 1073, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 8851}, {""recharge_amount"": 1078, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 8894}, {""recharge_amount"": 800, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 6599}]","[{""relationship_type"": ""employer"", ""trust_score"": 0.37}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.39}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.44}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.25}]",0
9733,Tanya Sankar,0.63,0.98,56,46,"[{""recharge_amount"": 294, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 1528}, {""recharge_amount"": 369, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 1914}, {""recharge_amount"": 625, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 3242}, {""recharge_amount"": 327, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 1698}, {""recharge_amount"": 586, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 3044}, {""recharge_amount"": 350, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 1816}, {""recharge_amount"": 628, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 3258}, {""recharge_amount"": 528, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 2739}, {""recharge_amount"": 598, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 3106}, {""recharge_amount"": 602, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 3124}, {""recharge_amount"": 452, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 2348}, {""recharge_amount"": 446, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 2316}]","[{""relationship_type"": ""guarantor"", ""trust_score"": 0.81}, {""relationship_type"": ""employer"", ""trust_score"": 0.94}, {""relationship_type"": ""employer"", ""trust_score"": 0.98}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.86}]",1
9734,Kiaan Batra,0.37,0.81,94,90,"[{""recharge_amount"": 982, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 3496}, {""recharge_amount"": 419, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 1491}, {""recharge_amount"": 703, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 2503}, {""recharge_amount"": 547, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 1946}, {""recharge_amount"": 659, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 2345}, {""recharge_amount"": 378, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 1346}, {""recharge_amount"": 725, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 2579}, {""recharge_amount"": 738, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 2626}, {""recharge_amount"": 800, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 2849}, {""recharge_amount"": 367, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 1306}, {""recharge_amount"": 952, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 3388}, {""recharge_amount"": 613, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 2181}]","[{""relationship_type"": ""employer"", ""trust_score"": 0.73}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.72}, {""relationship_type"": ""employer"", ""trust_score"": 0.82}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.85}]",1
9735,Tiya Lad,0.49,0.77,58,94,"[{""recharge_amount"": 95, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 1224}, {""recharge_amount"": 165, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 2113}, {""recharge_amount"": 118, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 1513}, {""recharge_amount"": 104, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 1330}, {""recharge_amount"": 175, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 2240}, {""recharge_amount"": 157, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 2012}, {""recharge_amount"": 118, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 1516}, {""recharge_amount"": 206, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 2644}, {""recharge_amount"": 229, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 2940}, {""recharge_amount"": 213, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 2730}, {""recharge_amount"": 234, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 3008}, {""recharge_amount"": 90, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 1153}]","[{""relationship_type"": ""employer"", ""trust_score"": 0.89}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.65}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.63}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.93}]",1
9736,Rania Sangha,0.81,0.73,85,62,"[{""recharge_amount"": 933, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 1733}, {""recharge_amount"": 880, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 1635}, {""recharge_amount"": 1015, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 1885}, {""recharge_amount"": 832, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 1546}, {""recharge_amount"": 1017, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 1888}, {""recharge_amount"": 1015, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 1885}, {""recharge_amount"": 906, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 1683}, {""recharge_amount"": 1030, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 1913}, {""recharge_amount"": 825, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 1532}, {""recharge_amount"": 998, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 1854}, {""recharge_amount"": 968, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 1799}, {""recharge_amount"": 1073, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 1993}]","[{""relationship_type"": ""neighbor"", ""trust_score"": 0.73}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.91}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.85}]",1
9737,Indrajit Sant,0.75,0.18,44,78,"[{""recharge_amount"": 855, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 9550}, {""recharge_amount"": 800, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 8935}, {""recharge_amount"": 829, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 9262}, {""recharge_amount"": 666, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 7446}, {""recharge_amount"": 752, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 8402}, {""recharge_amount"": 706, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 7883}, {""recharge_amount"": 642, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 7174}, {""recharge_amount"": 927, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 10357}, {""recharge_amount"": 712, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 7951}, {""recharge_amount"": 939, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 10491}, {""recharge_amount"": 766, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 8558}, {""recharge_amount"": 771, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 8619}]","[{""relationship_type"": ""guarantor"", ""trust_score"": 0.34}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.21}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.34}]",1
9738,Aradhya Vyas,1.0,0.1,41,90,"[{""recharge_amount"": 337, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 8858}, {""recharge_amount"": 337, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 8858}, {""recharge_amount"": 337, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 8858}, {""recharge_amount"": 337, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 8858}, {""recharge_amount"": 337, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 8858}, {""recharge_amount"": 337, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 8858}, {""recharge_amount"": 337, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 8858}, {""recharge_amount"": 337, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 8858}, {""recharge_amount"": 337, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 8858}, {""recharge_amount"": 337, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 8858}, {""recharge_amount"": 337, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 8858}, {""recharge_amount"": 337, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 8858}]","[{""relationship_type"": ""employer"", ""trust_score"": 0.04}, {""relationship_type"": ""employer"", ""trust_score"": 0.13}, {""relationship_type"": ""employer"", ""trust_score"": 0.1}, {""relationship_type"": ""guarantor"", ""trust_score"": -0.07}]",1
9739,Khushi Borra,0.68,0.54,74,87,"[{""recharge_amount"": 623, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 1792}, {""recharge_amount"": 1171, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 3370}, {""recharge_amount"": 855, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 2461}, {""recharge_amount"": 769, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 2214}, {""recharge_amount"": 772, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 2223}, {""recharge_amount"": 837, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 2410}, {""recharge_amount"": 1001, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 2880}, {""recharge_amount"": 741, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 2134}, {""recharge_amount"": 1088, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 3132}, {""recharge_amount"": 1052, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 3028}, {""recharge_amount"": 717, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 2064}, {""recharge_amount"": 1001, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 2881}]","[{""relationship_type"": ""employer"", ""trust_score"": 0.6}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.4}, {""relationship_type"": ""employer"", ""trust_score"": 0.58}]",1
9740,Ahana  Dass,0.92,0.43,22,56,"[{""recharge_amount"": 532, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 6941}, {""recharge_amount"": 609, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 7955}, {""recharge_amount"": 542, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 7073}, {""recharge_amount"": 567, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 7405}, {""recharge_amount"": 558, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 7289}, {""recharge_amount"": 523, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 6834}, {""recharge_amount"": 555, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 7243}, {""recharge_amount"": 586, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 7648}, {""recharge_amount"": 594, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 7756}, {""recharge_amount"": 608, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 7940}, {""recharge_amount"": 579, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 7559}, {""recharge_amount"": 580, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 7567}]","[{""relationship_type"": ""guarantor"", ""trust_score"": 0.3}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.23}]",1
9741,Tejas Raj,0.5,0.18,76,72,"[{""recharge_amount"": 238, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 7473}, {""recharge_amount"": 143, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 4485}, {""recharge_amount"": 143, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 4498}, {""recharge_amount"": 238, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 7472}, {""recharge_amount"": 173, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 5446}, {""recharge_amount"": 232, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 7292}, {""recharge_amount"": 248, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 7812}, {""recharge_amount"": 136, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 4270}, {""recharge_amount"": 129, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 4042}, {""recharge_amount"": 124, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 3899}, {""recharge_amount"": 140, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 4388}, {""recharge_amount"": 164, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 5156}]","[{""relationship_type"": ""guarantor"", ""trust_score"": 0.28}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.14}]",1
